ID,Title,Status,Overall,AU,AP,MU,MP,CU,CP,AL,AV,AM,B,A
M-VGMDB-AL-60358-1,STAR BEAT! ~Hoshi no Kodou~,Completed,1.3003075150009091,0,0,0,0,0,0,0,0,1.2000000000000002,0.10030751500090888,0
M-VGMDB-AL-63624,Tokimeki Experience! / Poppin'Party,Unknown,1.9265706026225686,0,0,0,0,0,0,0,0.09166666666666666,1.8052970816997842,0.10342196941293802,0
M-VGMDB-AL-63624-1,Tokimeki Experience!,Completed,0.5492294521103999,0,0,0,0,0,0,0,0,0.44999999999999996,0.09922945211039988,0
M-VGMDB-AL-63624-2,1000 kai Urunda Sora,Completed,1.9004928902307612,0,0,0,0,0,0,0,0,1.7999999999999998,0.10049289023076141,0
M-VGMDB-AL-81504,KIZUNA MUSIC♪ / Poppin'Party,Unknown,1.6108314721471544,0,0,0,0,0,0,0,0.05999999999999999,1.5,0.10027597661236419,0
M-VGMDB-AL-81504-1,KIZUNA MUSIC♪,Completed,1.6002759766123642,0,0,0,0,0,0,0,0,1.5,0.10027597661236419,0
M-VGMDB-AL-111089,Live Beyond!! / Poppin'Party,Unknown,1.5173627675083545,0,0,0,0,0,0,0,0.21499999999999997,1.35,0.09960196940769038,0
M-VGMDB-AL-111089-5,Koko kara Saki wa Uta ni Naranai,Completed,1.4496019694076905,0,0,0,0,0,0,0,0,1.35,0.09960196940769038,0
M-VGMDB-AL-74133,CiRCLiNG / Poppin'Party,Unknown,1.928085806221647,0,0,0,0,0,0,0,0.12541666666666662,1.7999999999999998,0.10014790328038091,0
M-VGMDB-AL-74133-2,Light Delight,Completed,1.9001479032803807,0,0,0,0,0,0,0,0,1.7999999999999998,0.10014790328038091,0
M-VGMDB-AL-95118,Initial/Yume wo Uchinuku Shunkan ni! / Poppin'Party [Special Edition],Unknown,1.1261468876930152,0,0.07402143449743065,0,0,0,0,0,0.15935822365641245,0.8999999999999999,0.09965562996101272,0
M-VGMDB-AL-95118-2,Yume wo Uchinuku Shunkan ni!,Completed,1.0736770644584432,0,0.07402143449743065,0,0,0,0,0,0,0.8999999999999999,0.09965562996101272,0
M-VGMDB-AR-27992,Poppin'Party,Unknown,2.636123637634226,0,0.24748975259771228,0,0,0,0,0,0.2077456332906527,2.228277671427678,0.10801509088655797,0
M-VGMDB-AL-85172,FIRE BIRD / Roselia,Unknown,1.171142275884122,0,0,0,0,0,0,0,0.08666666666666666,1.0499999999999998,0.10040101546219483,0
M-VGMDB-AL-85172-1,FIRE BIRD,Completed,1.1504010154621946,0,0,0,0,0,0,0,0,1.0499999999999998,0.10040101546219483,0
M-VGMDB-AR-27993,Roselia,Unknown,1.019259173685211,0,0,0,0,0,0,0,0.08235068543049194,0.9008130604662995,0.0978691165066134,0
M-VGMDB-AR-31328,Pastel*Palettes,Unknown,1.1503711016844456,0,0.2037982774014807,0,0,0,0,0,0,0.8301239159335803,0.11644890834938472,0
M-VGMDB-AR-31329,"Hello, Happy World!",Unknown,1.6074706255359996,0,0.22417810514162878,0,0,0,0,0,0,1.2868758006661425,0.09641671972822834,0
M-VGMDB-AL-82743,Y.O.L.O!!!!! / Afterglow,Unknown,1.5212157802501785,0,0.35,0,0,0,0,0,0.08958333333333332,1.0499999999999998,0.0994745825930531,0
M-VGMDB-AL-82743-1,Y.O.L.O!!!!!,Completed,1.499474582593053,0,0.35,0,0,0,0,0,0,1.0499999999999998,0.0994745825930531,0
M-VGMDB-AR-31326,Afterglow,Unknown,1.304665042461852,0,0.285317588362073,0,0,0,0,0,0.0851221027286335,0.9008130604662995,0.09696604629374558,0
M-VGMDB-AL-106577,BanG Dream! Girls Band Party! Cover collection vol.5,Unknown,1.716097105120497,0,0.3651030823201301,0,0,0,0,0,0.175,1.1753820696690207,0.12197589022191287,0
M-VGMDB-AL-106577-1,Cherry Bomb,Completed,1.2990327376779707,0,0.3,0,0,0,0,0,0,0.8999999999999999,0.09903273767797077,0
M-VGMDB-AL-106577-6,Harumodoki,Completed,1.268691805219306,0,0.24999999999999997,0,0,0,0,0,0,0.9,0.11869180521930611,0
M-VGMDB-AL-114399,BanG Dream! Girls Band Party! Cover collection vol.6,Unknown,1.9156288263733512,0,0.275,0,0,0,0,0,0.15749999999999997,1.5,0.09891104480946061,0
M-VGMDB-AL-114399-8,Silhouette,Completed,1.8739110448094605,0,0.275,0,0,0,0,0,0,1.5,0.09891104480946061,0
M-VGMDB-AL-104105,Garupa Vocalo Cover Collection,Unknown,1.4065558765765591,0,0.375,0,0,0,0,0,0.11499999999999998,0.8999999999999999,0.0984835173208165,0
M-VGMDB-AL-104105-3,Melancholic,Completed,1.3734835173208164,0,0.375,0,0,0,0,0,0,0.8999999999999999,0.0984835173208165,0
M-VGMDB-AR-31336,RAISE A SUILEN,Unknown,1.1433133274436547,0,0,0,0,0,0,0,0.07284868326543517,1.0295006405329141,0.09747821379701602,0
M-VGMDB-AL-101643,Sacred world / RAISE A SUILEN,Unknown,1.3164616206898683,0,0,0,0,0,0,0,0.07666666666666665,1.2000000000000002,0.09999999999999999,0
M-VGMDB-AL-101643-1,Sacred world,Completed,1.3000000000000003,0,0,0,0,0,0,0,0,1.2000000000000002,0.09999999999999999,0
A-MAL-33573,BanG Dream!,Completed,5.402345542347463,0.037717997105831846,2.459972274513961,-0.019292041416795462,0.2427344201772976,2.31979114840001,0.014030920768915909,0.0001222789664408883,0.64,0.21596670208147015,1.0408267623148721,0
A-MAL-37869,BanG Dream! 2nd Season,Dropped,2.31896018817734,0.015087198842332741,1.6752858678047478,-0.007716816566718187,0.09709376807091906,0.04791645936000398,0.005612368307566364,4.8911586576355325e-05,0.24999999999999997,0.30133538123325154,0.19088207332456128,0
M-VGMDB-AR-31509,SILENT SIREN,Unknown,1.115003178332171,0,0.05999999999999999,0,0,0,0,0,0.03583333333333333,0.9299999999999999,0.11879903596272173,0
M-20220130T183728-1,S,Unknown,1.115003178332171,0,0.05999999999999999,0,0,0,0,0,0.03583333333333333,0.9299999999999999,0.11879903596272173,0
M-20220130T183728-2,Cherry Bomb,Completed,1.1087990359627216,0,0.05999999999999999,0,0,0,0,0,0,0.9299999999999999,0.11879903596272173,0
M-VGMDB-AR-25291,KANA-BOON,Unknown,1.677432845829408,0,0.055,0,0,0,0,0,0.02899999999999999,1.5000000000000002,0.11869325377135273,0
M-VGMDB-AL-50723,Silhouette / KANA-BOON,Unknown,1.677432845829408,0,0.055,0,0,0,0,0,0.02899999999999999,1.5000000000000002,0.11869325377135273,0
M-VGMDB-AL-50723-1,Silhouette,Completed,1.673693253771353,0,0.055,0,0,0,0,0,0,1.5000000000000002,0.11869325377135273,0
M-20220130T183728-4,Harumodoki (Asterisk DnB Remix) [Rakakun- Edit],Completed,0.846086113131265,0,0,0,0,0,0,0,0,0.75,0.09608611313126506,0
O-20230203T141812,The Bird,Unknown,1.0917402493963895,0,1.0917402493963895,0,0,0,0,0,0,0,0,0
F-VGMDB-9895,Blue Archive,Unknown,5.471375131365714,0,2.8402449997368806,0,0,0,0,0,0.5833353028046652,2.3058205697937213,0.10324317553995409,0
M-VGMDB-AL-126116,Blue Archive Original Soundtrack Vol.3 ~Reaching for the precious time~,Unknown,3.6102327001792736,0,1.7657129559323343,0,0,0,0,0,0.20833333333333331,1.685602810286048,0.09983063582488262,0
M-VGMDB-AL-126116-4,Hifumi Daisuki,Completed,3.0622742885432324,0,1.7657129559323343,0,0,0,0,0,0,1.2000000000000002,0.09656133261089764,0
M-VGMDB-AL-126116-24,RE Aoharu,Completed,1.5962952561833674,0,0,0,0,0,0,0,0,1.5,0.09629525618336755,0
M-VGMDB-AL-108549,Clear Morning / Yui Ogura,Unknown,2.6287278809627104,0,1.0141357839382121,0,0,0,0,0,0.07666666666666665,1.5,0.0996199173447899,0
M-VGMDB-AL-108549-1,Clear Morning,Completed,2.613755701283002,0,1.0141357839382121,0,0,0,0,0,0,1.5,0.0996199173447899,0
G-VGMDB-9895,Blue Archive,Unknown,2.3591290637883584,0,1.6,0,0,0,0,0,0.5833333333333334,0.33712056205720964,0,0
F-VGMDB-7481,Bokutachi wa Benkyou ga Dekinai,Unknown,6.172802950626363,0,3.596104311042597,0,0,0,0,0,0.7716769666189429,1.1080299720104247,1.0394164962606611,0
A-MAL-38186,Bokutachi wa Benkyou ga Dekinai,Completed,4.526799920092733,0,2.75,0,0,0,0,0,0.7200000000000001,0.15000000000000002,1.0040101546219484,0
A-MAL-40004,Bokutachi wa Benkyou ga Dekinai!,Completed,4.476799920092733,0,2.7,0,0,0,0,0,0.7200000000000001,0.15000000000000002,1.0040101546219484,0
M-VGMDB-AL-85537,Seishun Seminar/Never Give It Up!! / Study,Unknown,1.0162772839209049,0,0.09999999999999999,0,0,0,0,0,0.18,0.75,0.09919069797821398,0
M-VGMDB-AL-85537-1,Seishun Seminar,Completed,0.949190697978214,0,0.09999999999999999,0,0,0,0,0,0,0.75,0.09919069797821398,0
M-VGMDB-AL-88884,"Can now, Can now / Study",Unknown,0.966018111378676,0,0.049999999999999996,0,0,0,0,0,0.18,0.75,0.09893152543598498,0
M-VGMDB-AL-88884-1,"Can now, Can now",Completed,0.898931525435985,0,0.049999999999999996,0,0,0,0,0,0,0.75,0.09893152543598498,0
F-VGMDB-6852,Seishun Buta Yarou Series,Unknown,2.216814981617868,0,1,0,0,0,0,0,0.8599999999999999,0.36000000000000004,0.19000319734977023,0
A-MAL-37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Dropped,2.063376276980626,0,1,0,0,0,0,0,0.8599999999999999,0.06000000000000001,0.19000319734977023,0
M-VGMDB-AL-80253,Kimi no Sei / the peggies,Unknown,0.412478085805956,0,0,0,0,0,0,0,0.04333333333333333,0.30000000000000004,0.0993628714687287,0
M-VGMDB-AL-80253-1,Kimi no Sei,Completed,0.39936287146872873,0,0,0,0,0,0,0,0,0.30000000000000004,0.0993628714687287,0
F-VGMDB-8677,Hataraku Saibou,Unknown,1.5409772414362746,0,0.19999999999999998,0,0,0,0,0,0.56,1.4400000000000002,-0.35135903467816515,0
A-MAL-37141,Hataraku Saibou,Dropped,0.32083616482792143,0,0,0,0,0,0,0,0.56,0.24000000000000005,-0.35136119785653874,0
F-VGMDB-3554,Charlotte,Unknown,4.834560605367485,0,0,0,0,3.1305504507455364,0,0,0.7000000000000001,0,1.0040101546219484,0
A-MAL-28999,Charlotte,Completed,4.834560605367485,0,0,0,0,3.1305504507455364,0,0,0.7000000000000001,0,1.0040101546219484,0
M-VGMDB-AR-12516,ZAQ,Unknown,0.8961706846243555,0,0.09999999999999999,0,0,0,0,0,0.21999999999999997,0.6000000000000001,0.09924872186018568,0
F-VGMDB-2330,Chuunibyou demo Koi ga Shitai!,Unknown,6.971230439187657,0,2.9989114934179537,0,0,3,0,0,0.9821884243727595,0.7200000000000001,1.0352649238414626,0
M-VGMDB-AL-42762,VOICE / ZAQ,Unknown,0.8961706846243555,0,0.09999999999999999,0,0,0,0,0,0.21999999999999997,0.6000000000000001,0.09924872186018568,0
M-VGMDB-AL-42762-1,VOICE,Completed,0.7992487218601857,0,0.09999999999999999,0,0,0,0,0,0,0.6000000000000001,0.09924872186018568,0
A-MAL-14741,Chuunibyou demo Koi ga Shitai!,Completed,4.331562760259976,0,2.4515627602599763,0,0,0,0,0,0.88,0,1,0
A-MAL-18671,Chuunibyou demo Koi ga Shitai! Ren,Completed,5.52757712691752,0,1.6324942904544297,0,0,3,0,0,0.88,0.12000000000000002,1,0
A-MAL-35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,Completed,2.6465807891688886,0,1.5,0,0,0,0,0,0.88,0,0.2665807891688887,0
F-20221122T195753,Clover Day's,Unknown,6.017127193851425,0.24360821841502506,1.6547256493974083,0,1.7612628280909188,0.33053540482480936,0.12239734029901886,0,0.7680006821183001,1.8914867596830105,1.0950912081294588,0
V-VNDB-13325,Clover Day's,Temporarily On-Hold,4.649713906755242,0.24360821841502506,1.5326663789440549,0,1.7612628280909188,0.33053540482480936,0.12239734029901886,0,0.768,0.39148675968301055,1.0950912081294588,0
M-VGMDB-AL-45544,Clover Day's ORIGINAL SOUNDTRACKS,Unknown,2.1152966245287215,0,0.44000000000000006,0,0,0,0,0,0.23999999999999996,1.5,0.0995112960210086,0
M-VGMDB-AL-45544-40,Clover Day's full ver.,Completed,2.0395112960210087,0,0.44000000000000006,0,0,0,0,0,0,1.5,0.0995112960210086,0
M-20220113T154228,Asterisk,Unknown,2.45267406267127,0,0.43777123856154493,0,0,0,0,0,0,1.912431936732434,0.10247088737729088,0
M-20220130T183728-3,Rakakun,Unknown,0.6303677094223425,0,0,0,0,0,0,0,0,0.5394173199936483,0.09095038942869434,0
M-VGMDB-AR-15361,Inori Minase,Unknown,1.4258126566869875,0,0.14028312007336513,0,0,0,0,0,0.20878761018207176,1.1129438896594381,0.10218901633616242,0
M-VGMDB-AR-15350,M·A·O,Unknown,1.738452592254822,0,0.45802231761342715,0,0,0,0,0,0.210470835580935,1.0937004812029285,0.11502096113347524,0
M-VGMDB-AR-16380,Rie Takahashi,Unknown,1.5837903936252964,0,0.11705137300115513,0,0,0,0,0,0.20611000231934293,1.3041858933189678,0.0978009112894129,0
M-VGMDB-AR-15998,Ari Ozawa,Unknown,2.7708527046009572,0,0.9318504939215689,0,0,0,0,0,0.2064185930282849,1.674034507743842,0.10648186872236408,0
M-VGMDB-AR-12726,Ayane Sakura,Unknown,3.2958543680612915,0,0.5562199166996401,0,0.3088753077005986,0.7455838546382703,0,0,0.358755171452084,1.9784882633994783,0.12178039316345439,0
M-VGMDB-AR-13211,Risa Taneda,Unknown,0.45732908917210935,0,0,0,0,0,0,0,0.11594855094688179,0.31761837845037405,0.08871554848373162,0
M-VGMDB-AR-8874,Satomi Sato,Unknown,0.45732908917210935,0,0,0,0,0,0,0,0.11594855094688179,0.31761837845037405,0.08871554848373162,0
M-VGMDB-AR-13289,Maaya Uchida,Unknown,0.45732908917210935,0,0,0,0,0,0,0,0.11594855094688179,0.31761837845037405,0.08871554848373162,0
M-VGMDB-AR-13857,fhána,Unknown,1.6790382697359663,0,0.06034176336545163,0,0,0,0,0,0.26565979740942147,1.4233855346807838,0.10592714030755203,0
M-VGMDB-AL-47403,Hoshikuzu no Interlude / fhána,Unknown,1.0891945264305534,0,0,0,0,0,0,0,0.22999999999999995,0.8999999999999999,0.10128135093339409,0
M-VGMDB-AL-47403-1,Hoshikuzu no Interlude,Completed,1.001281350933394,0,0,0,0,0,0,0,0,0.8999999999999999,0.10128135093339409,0
M-VGMDB-AR-25289,Hidekazu Koyama,Unknown,6.2698718097099615,0,0,0,2.673935581774735,2.743129760520693,0.050768066567866206,0,0.6935307110360118,1.7445161873904205,0.10299778141476565,0
M-VGMDB-AR-15119,Scop,Unknown,3.0524579617528516,0,0,0,0.18518579461458878,1.442758446970128,0,0,0.24797849006351835,1.4015081706573769,0.09847608488158992,0
M-VGMDB-AR-15120,keeno,Unknown,2.098710925554511,0,0.21047949975824165,0,0.31712986358272843,0.4514316794605429,0.05862191379838878,0,0.39676558410162943,1.173511322833572,0.09885810602848404,0
M-VGMDB-AR-17551,Shuka Saito,Unknown,1.1441179394464251,0,0,0,0,0,0,0,0.0760160173204541,1.0295006405329141,0.0972625372429772,0
M-VGMDB-AR-29323,Kaori Maeda,Unknown,1.135010269287749,0,0,0,0,0,0,0,0.18028573890519656,0.9759788421912996,0.09862892163387672,0
M-VGMDB-AR-29640,Aguri Onishi,Unknown,1.4139804789674983,0,0,0,0,0,0,0,0.18028573890519656,1.2553839218347587,0.10416274316349464,0
M-VGMDB-AR-27779,Tomori Kusunoki,Unknown,1.9458352499116762,0,0.12227896644088841,0,0,0,0,0,0.18028573890519656,1.672245764881701,0.10302451253182485,0
M-VGMDB-AR-26954,Chiemi Tanaka,Unknown,1.1908141731353068,0,0,0,0,0,0,0,0.18028573890519656,1.0330494915505752,0.0987573139453431,0
M-VGMDB-AR-16469,TrySail,Unknown,2.8402819567119013,0,0.1944435721986722,0,0,0,0,0,0.36945133842968597,2.4271675582804355,0.10439392827322387,0
M-VGMDB-AL-69147,TAILWIND / TrySail,Unknown,1.904533555910212,0,0,0,0,0,0,0,0.03833333333333332,1.7999999999999998,0.09938165641806995,0
M-VGMDB-AL-69147-11,かかわり,Completed,1.8993816564180697,0,0,0,0,0,0,0,0,1.7999999999999998,0.09938165641806995,0
M-VGMDB-AL-66901,adrenaline!!! / TrySail,Unknown,1.3910093745749768,0,0.07499999999999998,0,0,0,0,0,0.07666666666666665,1.2000000000000002,0.09954775388510849,0
M-VGMDB-AL-66901-1,adrenaline!!!,Completed,1.3745477538851085,0,0.07499999999999998,0,0,0,0,0,0,1.2000000000000002,0.09954775388510849,0
M-VGMDB-AR-11829,ClariS,Unknown,3.2377909683505033,0,0.450668842143191,0,0,0,0,0,0.14412380453711948,2.632129301021346,0.12601012329289954,0
M-VGMDB-AL-69319,SHIORI / ClariS,Unknown,1.9987698194230439,0,0.535,0,0,0,0,0,0.07333333333333333,1.35,0.09907267850199869,0
M-VGMDB-AL-69319-1,SHIORI,Completed,1.9840726785019989,0,0.535,0,0,0,0,0,0,1.35,0.09907267850199869,0
M-VGMDB-AL-23391,Connect / ClariS,Unknown,1.0484409249266309,0,0,0,0,0,0,0,0.15166666666666662,0.8999999999999999,0.0995112960210086,0
M-VGMDB-AL-23391-1,Connect,Completed,0.9995112960210085,0,0,0,0,0,0,0,0,0.8999999999999999,0.0995112960210086,0
M-VGMDB-AL-41292,Colorful / ClariS,Unknown,2.029136744286133,0,0,0,0,0,0,0,0.03666666666666667,1.9042437474289788,0.12017295735295318,0
M-VGMDB-AL-41292-1,カラフル,Completed,2.024416704781932,0,0,0,0,0,0,0,0,1.9042437474289788,0.12017295735295318,0
M-VGMDB-AL-89431,Signal / ClariS,Unknown,2.203054392178234,0,0,0,0,0,0,0,0.03666666666666667,2.0999999999999996,0.09852788955866675,0
M-VGMDB-AL-89431-1,シグナル,Completed,2.198527889558666,0,0,0,0,0,0,0,0,2.0999999999999996,0.09852788955866675,0
M-VGMDB-AL-77471,CheerS / ClariS,Unknown,1.5054418402001486,0,0.19999999999999998,0,0,0,0,0,0.039999999999999994,1.2000000000000002,0.09893152543598498,0
M-VGMDB-AL-77471-1,CheerS,Completed,1.4989315254359852,0,0.19999999999999998,0,0,0,0,0,0,1.2000000000000002,0.09893152543598498,0
M-20220113T184042-2,tamame,Unknown,1.7198478814374136,0,0,0,0,0,0,0,0,1.619074150088299,0.10077373134911459,0
M-20220113T184042-4,Colorful (tamame's apostate remix),Completed,2.0503388660997555,0,0,0,0,0,0,0,0,1.9500000000000002,0.10033886609975534,0
M-20220317T064137-3,Tamame - Ebb and Flow (5 years after remix),Completed,1.0011756254402338,0,0,0,0,0,0,0,0,0.8999999999999999,0.10117562544023377,0
M-VGMDB-AR-13097,Ray,Unknown,1.2719988177413815,0,0,0,0,0,0,0,0.06122250777406412,1.1364053609055296,0.12336657134675715,0
M-VGMDB-AL-41278,lull ~Soshite Bokura wa~ / Ray,Unknown,0.34758322610086356,0,0,0,0,0,0,0,0.05874999999999999,0.22499999999999998,0.0999329074154859,0
